model,customer_id,sales_transaction_date,sales_amount,channel,dealership_id
Lemon,22486,2010-05-10 03:18:15,399.99,internet,
Lemon,22447,2011-04-30 19:12:04,359.99100000000004,internet,
Lemon,22421,2011-04-01 16:27:32,319.992,internet,
Lemon,38185,2010-08-27 05:14:55,399.99,internet,
Lemon,22395,2010-10-31 04:48:39,399.99,internet,
Lemon,22374,2012-05-16 15:48:08,319.992,internet,
Lemon,22351,2012-02-14 02:00:31,399.99,internet,
Lemon,22350,2010-05-16 11:21:08,359.99100000000004,internet,
Lemon,22281,2012-02-27 20:04:56,359.99100000000004,internet,
Lemon,22279,2010-09-26 03:09:55,359.99100000000004,internet,
Lemon,32911,2010-06-27 10:07:20,319.992,internet,
Lemon,32898,2011-05-20 21:27:19,399.99,internet,
Lemon,22222,2010-06-30 16:36:55,399.99,internet,
Lemon,32884,2012-03-16 14:48:14,359.99100000000004,internet,
Lemon,32852,2010-06-25 18:09:33,399.99,internet,
Lemon,22199,2010-08-03 14:59:43,399.99,internet,
Lemon,32837,2011-11-25 19:51:38,399.99,internet,
Lemon,22161,2011-05-05 21:38:19,399.99,internet,
Lemon,21733,2011-02-21 19:10:37,399.99,internet,
Lemon,41362,2011-09-25 21:04:52,399.99,internet,
Lemon,21697,2011-09-30 12:42:02,399.99,internet,
Lemon,2885,2010-09-01 23:37:58,399.99,internet,
Lemon,21677,2011-08-30 22:19:33,319.992,internet,
Lemon,32618,2011-04-25 04:32:06,399.99,internet,
Lemon,21657,2011-07-31 22:10:10,399.99,internet,
Lemon,2894,2010-05-26 17:03:11,359.99100000000004,internet,
Lemon,21638,2010-08-26 21:59:30,319.992,internet,
Lemon,21618,2010-05-02 15:03:02,399.99,internet,
Lemon,1275,2010-05-17 09:48:02,399.99,internet,
Lemon,21618,2010-06-29 10:54:39,399.99,internet,
Lemon,21615,2011-10-21 20:25:59,359.99100000000004,internet,
Lemon,21614,2011-06-18 04:02:11,359.99100000000004,internet,
Lemon,21553,2010-11-03 18:27:18,359.99100000000004,internet,
Lemon,21549,2011-09-21 02:54:36,399.99,internet,
Lemon,38107,2011-11-30 16:34:34,399.99,internet,
Lemon,2901,2011-12-12 18:09:42,399.99,internet,
Lemon,21545,2010-07-31 16:17:56,399.99,internet,
Lemon,21517,2010-05-21 00:26:44,399.99,internet,
Lemon,32611,2011-10-30 18:30:57,359.99100000000004,internet,
Lemon,21487,2012-05-20 14:00:03,359.99100000000004,internet,
Lemon,2907,2012-03-19 12:23:58,359.99100000000004,internet,
Lemon,21485,2011-03-17 19:15:41,399.99,internet,
Lemon,32607,2011-04-12 03:22:58,399.99,internet,
Lemon,21480,2011-07-01 15:18:50,399.99,internet,
Lemon,38104,2012-05-14 05:40:33,319.992,internet,
Lemon,32535,2011-02-01 18:45:16,319.992,internet,
Lemon,38064,2010-10-12 05:38:55,399.99,internet,
Lemon,41330,2012-06-04 11:56:10,359.99100000000004,internet,
Lemon,32535,2011-04-28 03:22:05,399.99,internet,
Lemon,21434,2011-10-12 23:24:06,399.99,internet,
Lemon,32535,2010-07-10 16:40:14,399.99,internet,
Lemon,32514,2010-09-11 07:00:35,399.99,internet,
Lemon,32357,2010-11-03 01:17:30,399.99,internet,
Lemon,38064,2010-11-20 04:13:47,399.99,internet,
Lemon,21372,2012-03-07 13:00:09,399.99,internet,
Lemon,38063,2012-03-19 23:14:53,399.99,internet,
Lemon,38042,2010-08-17 21:51:45,399.99,internet,
Lemon,21366,2012-05-08 05:17:06,399.99,internet,
Lemon,21357,2011-04-20 16:37:26,399.99,internet,
Lemon,2939,2011-10-16 09:32:20,399.99,internet,
Lemon,2939,2011-03-15 20:25:03,359.99100000000004,internet,
Lemon,21354,2010-09-08 22:18:14,399.99,internet,
Lemon,41324,2010-10-17 15:47:49,399.99,internet,
Lemon,21335,2011-12-24 14:20:18,399.99,internet,
Lemon,32350,2012-01-13 17:50:45,399.99,internet,
Lemon,21333,2012-06-01 07:27:31,399.99,internet,
Lemon,21324,2011-09-16 12:05:00,399.99,internet,
Lemon,32330,2011-03-12 15:31:06,319.992,internet,
Lemon,32308,2011-05-19 05:21:42,399.99,internet,
Lemon,32253,2011-02-25 12:36:53,399.99,internet,
Lemon,38007,2010-07-07 21:19:42,399.99,internet,
Lemon,2953,2011-10-13 17:42:25,319.992,internet,
Lemon,21308,2012-03-25 09:51:43,359.99100000000004,internet,
Lemon,41319,2010-10-12 19:38:00,399.99,internet,
Lemon,21296,2011-05-19 00:59:53,399.99,internet,
Lemon,21294,2011-08-26 16:47:58,399.99,internet,
Lemon,32249,2012-05-22 12:13:37,399.99,internet,
Lemon,21275,2011-06-30 04:12:17,399.99,internet,
Lemon,2964,2011-04-22 16:55:13,399.99,internet,
Lemon,21270,2011-08-25 10:25:21,399.99,internet,
Lemon,21241,2011-09-01 11:38:06,399.99,internet,
Lemon,11,2011-11-15 03:47:26,319.992,internet,
Lemon,32230,2010-10-03 06:45:27,399.99,internet,
Lemon,32213,2011-10-15 21:09:54,399.99,internet,
Lemon,21169,2010-08-02 15:27:23,399.99,internet,
Lemon,21145,2011-07-23 11:43:27,399.99,internet,
Lemon,21118,2011-11-05 08:33:05,319.992,internet,
Lemon,32175,2010-12-05 21:44:17,319.992,internet,
Lemon,2974,2010-03-21 03:34:25,399.99,internet,
Lemon,41966,2012-02-11 16:17:21,399.99,internet,
Lemon,21077,2011-09-16 18:09:08,399.99,internet,
Lemon,21070,2011-05-03 18:37:25,399.99,internet,
Lemon,20994,2011-04-21 18:31:37,399.99,internet,
Lemon,38007,2010-08-25 06:25:12,399.99,internet,
Lemon,20988,2012-04-12 21:43:33,359.99100000000004,internet,
Lemon,20942,2010-05-12 01:04:10,359.99100000000004,internet,
Lemon,20906,2010-10-18 03:32:53,399.99,internet,
Lemon,20852,2011-08-22 07:20:53,399.99,internet,
Lemon,1315,2011-03-11 15:58:21,399.99,internet,
Lemon,37993,2012-05-21 11:07:50,359.99100000000004,internet,
Lemon,20825,2011-12-27 22:05:40,399.99,internet,
Lemon,37958,2011-05-29 06:36:39,359.99100000000004,internet,
Lemon,32135,2012-02-06 14:20:51,399.99,internet,
Lemon,20811,2011-06-01 13:42:41,319.992,internet,
Lemon,20806,2010-09-15 07:08:15,319.992,internet,
Lemon,20803,2011-01-09 02:02:25,319.992,internet,
Lemon,20785,2012-05-17 00:20:44,399.99,internet,
Lemon,32133,2011-07-31 08:36:34,319.992,internet,
Lemon,32120,2011-08-10 19:14:18,399.99,internet,
Lemon,3001,2011-04-21 06:05:46,319.992,internet,
Lemon,20718,2012-06-02 17:27:37,399.99,internet,
Lemon,20675,2011-06-04 17:08:20,399.99,internet,
Lemon,32072,2011-11-07 12:25:59,399.99,internet,
Lemon,20656,2011-06-21 12:43:30,399.99,internet,
Lemon,3017,2011-07-03 23:49:10,319.992,internet,
Lemon,20640,2011-09-06 10:26:05,399.99,internet,
Lemon,20632,2010-10-23 10:30:01,359.99100000000004,internet,
Lemon,20624,2011-10-11 21:12:36,399.99,internet,
Lemon,20614,2010-10-10 03:03:04,359.99100000000004,internet,
Lemon,37946,2012-04-25 22:13:14,319.992,internet,
Lemon,20576,2010-08-14 04:18:56,359.99100000000004,internet,
Lemon,20562,2011-06-12 02:53:53,399.99,internet,
Lemon,20559,2011-10-11 23:10:58,399.99,internet,
Lemon,20554,2011-02-05 06:58:13,359.99100000000004,internet,
Lemon,20534,2011-06-30 14:19:55,319.992,internet,
Lemon,20493,2011-09-01 14:54:23,399.99,internet,
Lemon,32009,2011-09-20 07:04:32,399.99,internet,
Lemon,40533,2010-06-16 21:48:36,359.99100000000004,internet,
Lemon,20478,2011-10-12 04:46:07,399.99,internet,
Lemon,37880,2011-10-14 04:52:03,399.99,internet,
Lemon,20423,2011-09-29 03:59:40,359.99100000000004,internet,
Lemon,20410,2012-03-08 00:02:04,399.99,internet,
Lemon,32007,2010-07-21 17:11:35,399.99,internet,
Lemon,40526,2011-10-07 22:58:41,399.99,internet,
Lemon,40483,2011-01-15 12:05:55,399.99,internet,
Lemon,41313,2010-05-08 08:41:15,319.992,internet,
Lemon,37879,2011-10-19 01:01:48,399.99,internet,
Lemon,41294,2012-05-16 15:32:14,319.992,internet,
Lemon,20370,2011-06-12 22:42:08,399.99,internet,
Lemon,37805,2012-02-12 13:15:46,399.99,internet,
Lemon,32001,2010-07-25 09:07:47,399.99,internet,
Lemon,20253,2010-05-29 01:26:49,399.99,internet,
Lemon,31988,2011-06-02 22:17:30,399.99,internet,
Lemon,20225,2010-12-02 05:35:34,359.99100000000004,internet,
Lemon,596,2010-10-18 17:13:11,319.992,internet,
Lemon,31963,2011-05-19 07:43:16,359.99100000000004,internet,
Lemon,596,2010-09-24 20:00:16,399.99,internet,
Lemon,20207,2012-04-22 03:45:48,399.99,internet,
Lemon,20157,2011-04-24 20:28:22,399.99,internet,
Lemon,31939,2010-09-16 01:26:39,359.99100000000004,internet,
Lemon,41291,2010-08-08 14:12:52,319.992,internet,
Lemon,3061,2010-11-28 05:09:28,319.992,internet,
Lemon,20157,2011-08-16 17:33:04,399.99,internet,
Lemon,31933,2012-03-11 22:45:37,399.99,internet,
Lemon,20147,2012-04-07 08:33:08,399.99,internet,
Lemon,20133,2011-11-23 12:13:50,359.99100000000004,internet,
Lemon,40455,2010-08-02 19:51:40,399.99,internet,
Lemon,1350,2011-07-15 03:37:54,399.99,internet,
Lemon,37765,2010-09-18 21:21:14,399.99,internet,
Lemon,20129,2010-06-14 19:53:17,399.99,internet,
Lemon,20010,2010-05-16 05:58:26,319.992,internet,
Lemon,20008,2010-12-05 13:58:51,399.99,internet,
Lemon,20000,2010-06-24 08:57:08,399.99,internet,
Lemon,20000,2010-07-03 09:01:16,319.992,internet,
Lemon,19995,2011-11-21 11:59:54,399.99,internet,
Lemon,19995,2011-12-16 11:39:31,399.99,internet,
Lemon,19906,2012-05-15 08:51:52,359.99100000000004,internet,
Lemon,19905,2012-05-22 12:19:10,399.99,internet,
Lemon,19893,2011-06-10 06:24:12,399.99,internet,
Lemon,19870,2011-06-27 19:35:58,399.99,internet,
Lemon,19866,2011-08-03 18:57:06,319.992,internet,
Lemon,31791,2012-01-20 06:21:39,399.99,internet,
Lemon,19865,2011-02-16 10:59:13,399.99,internet,
Lemon,19834,2011-11-19 02:57:46,359.99100000000004,internet,
Lemon,19811,2011-01-03 20:40:17,319.992,internet,
Lemon,261,2011-07-07 20:12:50,399.99,internet,
Lemon,19787,2012-06-03 03:54:51,399.99,internet,
Lemon,19692,2012-05-05 01:22:13,399.99,internet,
Lemon,19692,2011-12-18 04:11:27,319.992,internet,
Lemon,31782,2010-06-21 11:31:48,399.99,internet,
Lemon,31725,2010-10-19 13:11:22,399.99,internet,
Lemon,19650,2011-08-03 02:00:01,319.992,internet,
Lemon,19647,2011-07-12 21:55:30,399.99,internet,
Lemon,19623,2010-07-27 02:38:31,359.99100000000004,internet,
Lemon,40438,2011-03-04 23:03:28,399.99,internet,
Lemon,19575,2011-08-22 16:57:18,399.99,internet,
Lemon,19557,2012-04-15 23:49:49,399.99,internet,
Lemon,3116,2011-07-06 23:42:57,399.99,internet,
Lemon,19553,2012-02-28 08:21:46,399.99,internet,
Lemon,31681,2012-04-08 17:24:17,399.99,internet,
Lemon,19546,2010-11-16 00:50:09,399.99,internet,
Lemon,19531,2012-04-21 17:06:39,399.99,internet,
Lemon,19528,2010-08-28 04:53:13,319.992,internet,
Lemon,37765,2010-10-09 11:15:39,359.99100000000004,internet,
Lemon,42173,2010-04-30 08:32:38,359.99100000000004,internet,
Lemon,31676,2011-06-26 05:05:15,399.99,internet,
Lemon,37753,2010-12-23 11:39:43,399.99,internet,
Lemon,19519,2012-05-10 18:54:47,399.99,internet,
Lemon,31601,2012-04-30 20:48:48,399.99,internet,
Lemon,19502,2012-04-08 20:40:20,399.99,internet,
Lemon,31589,2011-05-05 14:47:01,399.99,internet,
Lemon,19496,2012-03-13 23:23:13,399.99,internet,
Lemon,41279,2012-03-01 09:39:40,359.99100000000004,internet,
Lemon,19441,2011-03-03 03:55:49,399.99,internet,
Lemon,19437,2011-08-24 13:14:18,399.99,internet,
Lemon,1373,2012-05-27 18:44:18,399.99,internet,
Lemon,19430,2012-04-30 22:51:15,399.99,internet,
Lemon,37752,2010-10-17 14:53:15,399.99,internet,
Lemon,40438,2011-04-11 17:30:29,399.99,internet,
Lemon,3147,2012-01-05 11:05:56,399.99,internet,
Lemon,19415,2011-09-03 23:15:55,399.99,internet,
Lemon,31506,2010-06-17 08:18:45,399.99,internet,
Lemon,19408,2012-02-04 18:23:31,399.99,internet,
Lemon,19408,2012-01-20 16:32:35,399.99,internet,
Lemon,19373,2012-05-04 19:11:45,359.99100000000004,internet,
Lemon,19363,2012-05-26 07:55:00,399.99,internet,
Lemon,19331,2012-03-21 20:36:59,399.99,internet,
Lemon,40400,2011-06-03 20:11:38,399.99,internet,
Lemon,19301,2011-08-28 02:06:25,359.99100000000004,internet,
Lemon,37704,2012-05-06 06:18:23,399.99,internet,
Lemon,31489,2011-07-04 12:29:49,399.99,internet,
Lemon,31484,2010-07-23 06:05:10,399.99,internet,
Lemon,19283,2011-07-13 02:41:48,359.99100000000004,internet,
Lemon,3159,2010-07-08 12:53:49,399.99,internet,
Lemon,31429,2010-10-25 06:58:38,399.99,internet,
Lemon,19262,2011-04-27 22:56:35,399.99,internet,
Lemon,19259,2010-04-13 09:36:56,359.99100000000004,internet,
Lemon,3170,2010-10-29 11:39:02,319.992,internet,
Lemon,31406,2011-11-23 10:35:52,359.99100000000004,internet,
Lemon,19238,2010-10-30 04:34:17,399.99,internet,
Lemon,19137,2011-11-19 00:29:31,399.99,internet,
Lemon,19099,2012-03-23 07:11:24,399.99,internet,
Lemon,1387,2011-08-13 11:45:33,399.99,internet,
Lemon,19096,2010-07-06 08:16:01,399.99,internet,
Lemon,37699,2011-04-28 01:19:32,399.99,internet,
Lemon,37661,2011-07-04 15:02:26,319.992,internet,
Lemon,19067,2010-09-05 20:25:30,359.99100000000004,internet,
Lemon,19067,2010-08-15 19:40:20,359.99100000000004,internet,
Lemon,19052,2011-08-08 17:39:37,399.99,internet,
Lemon,19046,2012-04-23 02:10:51,359.99100000000004,internet,
Lemon,19022,2011-09-08 22:31:45,399.99,internet,
Lemon,31390,2012-02-09 07:43:57,399.99,internet,
Lemon,37650,2012-01-08 18:27:59,399.99,internet,
Lemon,37649,2010-11-10 03:03:27,399.99,internet,
Lemon,31368,2010-11-11 12:03:59,359.99100000000004,internet,
Lemon,31358,2011-12-11 03:03:57,399.99,internet,
Lemon,19017,2011-01-26 07:52:49,399.99,internet,
Lemon,37631,2011-06-05 15:53:38,399.99,internet,
Lemon,19011,2012-03-08 06:46:30,399.99,internet,
Lemon,3208,2011-01-28 14:36:57,359.99100000000004,internet,
Lemon,18986,2010-09-07 14:39:10,399.99,internet,
Lemon,3210,2011-05-07 15:42:00,399.99,internet,
Lemon,18961,2012-05-26 12:29:44,399.99,internet,
Lemon,1397,2011-11-17 01:20:57,399.99,internet,
Lemon,18951,2010-04-21 07:53:18,359.99100000000004,internet,
Lemon,18949,2011-08-04 21:23:43,399.99,internet,
Lemon,18932,2011-10-31 15:27:11,399.99,internet,
Lemon,18932,2011-09-08 06:00:20,399.99,internet,
Lemon,18928,2012-05-07 18:46:31,359.99100000000004,internet,
Lemon,18917,2011-05-28 03:16:30,399.99,internet,
Lemon,18917,2011-11-23 18:20:42,319.992,internet,
Lemon,1397,2011-07-01 23:53:07,399.99,internet,
Lemon,41278,2012-06-02 19:11:28,319.992,internet,
Lemon,3220,2012-03-31 11:03:17,359.99100000000004,internet,
Lemon,41831,2011-08-08 11:34:16,399.99,internet,
Lemon,31354,2010-12-09 18:26:26,359.99100000000004,internet,
Lemon,18915,2011-11-03 06:57:26,399.99,internet,
Lemon,18914,2011-09-17 13:00:57,359.99100000000004,internet,
Lemon,37629,2012-01-09 12:45:29,319.992,internet,
Lemon,31353,2011-05-18 09:25:04,399.99,internet,
Lemon,18909,2012-04-13 00:04:19,359.99100000000004,internet,
Lemon,31333,2011-02-10 17:15:26,319.992,internet,
Lemon,18878,2012-02-21 13:54:43,399.99,internet,
Lemon,18873,2011-04-15 17:04:30,359.99100000000004,internet,
Lemon,31308,2011-05-23 11:46:50,359.99100000000004,internet,
Lemon,31302,2010-10-21 06:12:33,399.99,internet,
Lemon,31299,2011-10-17 12:36:36,399.99,internet,
Lemon,31289,2011-10-13 07:48:36,399.99,internet,
Lemon,37599,2011-05-29 07:52:05,359.99100000000004,internet,
Lemon,3239,2012-05-10 21:46:23,399.99,internet,
Lemon,3241,2011-05-29 03:09:46,319.992,internet,
Lemon,31265,2011-10-26 12:47:37,399.99,internet,
Lemon,31258,2011-11-15 05:34:21,319.992,internet,
Lemon,18865,2011-03-30 04:10:52,399.99,internet,
Lemon,1414,2010-05-06 03:33:33,399.99,internet,
Lemon,31249,2010-10-15 16:11:23,359.99100000000004,internet,
Lemon,18847,2011-09-21 08:14:15,399.99,internet,
Lemon,31230,2010-08-08 11:21:08,319.992,internet,
Lemon,3257,2011-05-26 19:17:50,399.99,internet,
Lemon,31222,2010-11-06 15:01:27,399.99,internet,
Lemon,41270,2011-05-07 07:09:26,359.99100000000004,internet,
Lemon,42153,2010-08-11 16:59:13,399.99,internet,
Lemon,3263,2011-08-27 06:37:45,399.99,internet,
Lemon,3263,2011-09-29 03:01:21,399.99,internet,
Lemon,37475,2011-02-23 11:13:30,399.99,internet,
Lemon,18817,2012-01-19 18:15:34,319.992,internet,
Lemon,31146,2010-07-26 22:45:46,399.99,internet,
Lemon,18799,2012-05-18 18:48:14,399.99,internet,
Lemon,18794,2012-04-16 14:27:36,359.99100000000004,internet,
Lemon,40335,2011-08-13 05:27:53,359.99100000000004,internet,
Lemon,18755,2010-09-23 04:47:59,399.99,internet,
Lemon,18751,2010-03-10 07:28:26,359.99100000000004,internet,
Lemon,18737,2011-03-14 17:47:07,359.99100000000004,internet,
Lemon,18731,2010-08-30 00:48:12,399.99,internet,
Lemon,40317,2010-09-03 17:59:19,399.99,internet,
Lemon,18727,2011-08-13 21:51:44,399.99,internet,
Lemon,18723,2011-09-15 08:28:30,399.99,internet,
Lemon,18710,2011-07-11 22:40:17,399.99,internet,
Lemon,42141,2010-06-11 06:36:06,399.99,internet,
Lemon,31111,2010-05-24 21:00:10,319.992,internet,
Lemon,31082,2010-07-05 01:14:45,359.99100000000004,internet,
Lemon,37447,2010-12-08 17:36:11,319.992,internet,
Lemon,18705,2011-05-10 03:56:32,319.992,internet,
Lemon,18676,2010-08-16 19:18:48,359.99100000000004,internet,
Lemon,37436,2011-01-27 14:34:35,399.99,internet,
Lemon,18649,2010-09-11 15:32:52,359.99100000000004,internet,
Lemon,18641,2012-05-26 06:22:19,399.99,internet,
Lemon,40295,2011-08-29 20:50:26,399.99,internet,
Lemon,31054,2011-01-18 05:41:21,399.99,internet,
Lemon,3301,2010-12-28 17:00:11,359.99100000000004,internet,
Lemon,31050,2010-09-04 07:00:21,399.99,internet,
Lemon,42129,2011-12-21 13:03:36,359.99100000000004,internet,
Lemon,18639,2011-02-08 09:00:41,399.99,internet,
Lemon,18583,2010-08-03 05:38:39,399.99,internet,
Lemon,31040,2010-08-09 10:09:27,399.99,internet,
Lemon,31036,2012-02-10 11:47:50,399.99,internet,
Lemon,18543,2011-08-30 21:28:26,399.99,internet,
Lemon,31029,2010-05-12 18:05:28,319.992,internet,
Lemon,42119,2010-07-12 01:49:15,319.992,internet,
Lemon,3317,2011-04-29 04:21:42,399.99,internet,
Lemon,31003,2011-06-21 15:17:34,399.99,internet,
Lemon,18541,2011-11-23 06:54:12,399.99,internet,
Lemon,18534,2011-01-24 17:37:43,399.99,internet,
Lemon,40284,2011-05-22 15:27:05,319.992,internet,
Lemon,37433,2011-10-24 17:30:06,399.99,internet,
Lemon,18514,2010-09-17 05:33:25,319.992,internet,
Lemon,31002,2011-05-09 22:02:40,399.99,internet,
Lemon,18502,2011-05-16 22:09:10,399.99,internet,
Lemon,30977,2010-07-30 03:37:22,399.99,internet,
Lemon,18451,2011-11-25 12:55:12,399.99,internet,
Lemon,37425,2011-10-24 16:32:08,359.99100000000004,internet,
Lemon,18444,2012-05-11 19:34:51,319.992,internet,
Lemon,18429,2012-03-20 11:13:48,399.99,internet,
Lemon,30974,2010-08-12 03:21:55,399.99,internet,
Lemon,18429,2011-09-12 19:43:08,399.99,internet,
Lemon,1448,2011-09-02 13:42:17,399.99,internet,
Lemon,18428,2011-05-26 22:03:14,399.99,internet,
Lemon,18395,2010-06-12 16:06:50,399.99,internet,
Lemon,18370,2012-06-06 10:34:48,399.99,internet,
Lemon,37416,2010-09-12 18:09:20,359.99100000000004,internet,
Lemon,18356,2010-11-09 20:32:08,399.99,internet,
Lemon,18307,2011-10-24 04:24:09,319.992,internet,
Lemon,18306,2012-04-22 16:43:48,359.99100000000004,internet,
Lemon,30963,2012-05-02 12:31:21,359.99100000000004,internet,
Lemon,18291,2010-12-15 10:54:19,319.992,internet,
Lemon,18260,2012-06-07 21:48:12,319.992,internet,
Lemon,30888,2012-05-19 02:58:21,399.99,internet,
Lemon,18221,2012-04-18 21:55:49,399.99,internet,
Lemon,659,2010-09-26 12:12:14,399.99,internet,
Lemon,30847,2011-04-01 20:40:59,399.99,internet,
Lemon,40281,2012-05-24 08:52:32,399.99,internet,
Lemon,30847,2011-05-23 15:52:21,399.99,internet,
Lemon,18220,2012-05-03 03:58:42,399.99,internet,
Lemon,40272,2011-11-07 20:55:38,399.99,internet,
Lemon,30843,2011-04-26 10:49:52,399.99,internet,
Lemon,3370,2011-04-19 00:04:30,399.99,internet,
Lemon,18211,2011-04-06 01:17:36,399.99,internet,
Lemon,3373,2011-11-23 01:13:59,399.99,internet,
Lemon,18203,2010-10-09 01:26:19,319.992,internet,
Lemon,37392,2010-07-28 10:30:44,399.99,internet,
Lemon,37379,2010-06-27 10:28:15,359.99100000000004,internet,
Lemon,18192,2012-05-23 12:30:15,399.99,internet,
Lemon,18183,2011-08-13 19:25:01,319.992,internet,
Lemon,18173,2010-10-24 15:22:44,399.99,internet,
Lemon,18151,2011-08-17 11:22:30,399.99,internet,
Lemon,30818,2012-04-01 02:21:08,399.99,internet,
Lemon,18104,2011-08-22 22:57:41,359.99100000000004,internet,
Lemon,37376,2011-08-11 17:24:24,399.99,internet,
Lemon,18057,2011-02-02 12:27:11,399.99,internet,
Lemon,18054,2011-05-29 23:39:09,399.99,internet,
Lemon,30813,2010-12-15 01:56:21,399.99,internet,
