customer_id,product_id,sales_transaction_date,sales_amount,channel,dealership_id
422,3,2016-10-01 06:19:08,499.99,internet,
422,1,2010-07-17 14:26:28,399.99,internet,
423,1,2010-06-04 23:35:49,399.99,internet,
424,1,2011-04-25 23:48:07,359.99100000000004,internet,
426,7,2017-02-23 14:17:17,599.99,dealership,8
426,8,2018-08-21 13:36:00,699.99,internet,
429,3,2018-09-03 21:22:30,499.99,internet,
430,4,2016-08-06 13:53:42,103500,internet,
430,10,2017-12-06 01:44:15,85750,internet,
433,3,2016-05-16 16:00:42,499.99,internet,
434,3,2018-05-04 00:24:27,449.99100000000004,dealership,15
434,3,2018-08-05 01:30:56,499.99,dealership,15
435,1,2012-05-16 05:26:39,399.99,internet,
440,3,2013-09-02 17:23:00,449.99100000000004,internet,
446,7,2018-06-21 10:53:52,599.99,dealership,11
447,3,2013-05-02 04:27:28,499.99,internet,
450,7,2019-01-23 14:11:42,539.991,dealership,12
450,11,2019-02-19 02:04:11,85500,dealership,12
451,8,2017-04-24 22:51:04,629.991,dealership,2
452,3,2015-06-19 05:04:36,499.99,dealership,11
452,7,2017-06-17 12:55:50,599.99,internet,
454,3,2018-08-27 21:40:11,449.99100000000004,dealership,9
454,8,2017-09-17 22:46:16,699.99,internet,
456,8,2017-03-12 11:05:49,699.99,internet,
456,8,2018-02-01 00:12:51,699.99,internet,
457,4,2015-12-12 14:45:30,115000,internet,
457,12,2019-03-25 04:52:34,314.99100000000004,internet,
458,3,2016-09-22 07:02:16,499.99,dealership,7
459,7,2018-06-29 18:59:22,599.99,internet,
461,3,2013-09-22 11:38:46,499.99,internet,
462,8,2018-08-03 19:19:06,699.99,dealership,10
463,9,2017-12-06 20:29:52,31500,internet,
464,7,2017-08-27 11:51:06,599.99,dealership,5
464,3,2014-04-09 00:37:58,499.99,internet,
467,3,2016-08-26 14:47:03,449.99100000000004,internet,
468,3,2014-02-26 18:21:39,499.99,internet,
470,3,2015-08-18 11:18:52,449.99100000000004,internet,
472,5,2014-11-15 11:10:10,699.99,internet,
472,5,2014-12-20 07:00:59,559.9920000000001,internet,
473,8,2018-04-04 17:04:05,699.99,internet,
474,3,2016-11-23 00:39:08,449.99100000000004,internet,
478,8,2018-06-10 01:04:41,629.991,internet,
484,8,2018-07-09 19:07:53,699.99,internet,
485,3,2016-09-11 00:57:21,499.99,internet,
485,7,2017-04-10 08:17:50,599.99,internet,
487,7,2018-03-19 23:48:43,479.992,internet,
487,3,2017-11-15 21:02:25,499.99,internet,
489,7,2019-04-08 09:18:04,599.99,dealership,16
493,8,2017-10-31 01:10:04,699.99,dealership,6
498,7,2017-11-12 20:14:41,599.99,dealership,16
499,7,2017-08-04 20:43:36,539.991,internet,
502,3,2018-05-10 09:01:28,449.99100000000004,dealership,11
502,3,2018-06-20 23:00:14,499.99,internet,
508,3,2018-06-08 14:42:37,499.99,dealership,7
509,7,2018-01-29 06:10:26,479.992,dealership,6
518,3,2016-01-18 08:43:01,449.99100000000004,dealership,3
519,8,2019-01-04 14:52:30,629.991,dealership,7
519,9,2018-10-15 15:56:48,35000,dealership,7
520,1,2010-03-17 09:34:23,399.99,internet,
521,7,2019-03-21 22:28:20,539.991,internet,
521,7,2019-01-06 11:56:53,599.99,dealership,19
524,3,2015-09-06 19:23:17,499.99,dealership,17
525,3,2018-11-03 12:07:53,499.99,internet,
527,7,2019-04-10 17:13:45,479.992,dealership,1
529,5,2014-10-30 11:29:14,699.99,internet,
530,8,2017-11-14 00:50:28,699.99,dealership,14
533,3,2014-12-04 03:05:09,499.99,internet,
533,3,2015-01-18 04:47:50,499.99,dealership,7
535,8,2018-11-07 12:12:30,699.99,dealership,5
536,3,2015-05-04 19:45:05,499.99,internet,
536,10,2019-05-31 17:30:04,68600,dealership,4
537,12,2019-04-13 21:26:57,314.99100000000004,internet,
537,12,2019-05-23 15:41:12,349.99,dealership,2
538,3,2016-05-13 20:12:17,499.99,internet,
540,7,2017-04-10 06:07:21,539.991,dealership,17
540,3,2017-03-25 14:42:26,449.99100000000004,dealership,17
541,3,2015-11-16 13:08:10,499.99,internet,
542,8,2017-11-23 13:51:27,699.99,internet,
543,3,2015-09-03 05:31:44,449.99100000000004,internet,
547,3,2016-11-11 09:10:47,499.99,internet,
548,3,2015-09-05 11:16:23,499.99,dealership,10
549,9,2018-11-18 08:34:37,31500,internet,
549,7,2018-04-30 08:10:18,599.99,internet,
551,7,2017-09-03 08:38:53,599.99,dealership,1
552,7,2018-04-27 03:17:57,599.99,dealership,11
555,5,2014-10-29 01:39:31,699.99,dealership,19
559,8,2017-07-20 04:24:50,699.99,dealership,9
560,7,2018-12-30 13:06:48,479.992,internet,
560,7,2019-01-29 23:17:02,599.99,internet,
564,7,2017-11-15 01:28:23,599.99,dealership,3
564,10,2018-01-12 07:50:29,85750,dealership,3
566,1,2011-09-11 07:15:01,319.992,internet,
566,1,2011-10-19 11:47:48,359.99100000000004,internet,
567,3,2015-08-26 13:35:31,499.99,dealership,5
567,10,2017-10-29 08:06:22,68600,dealership,5
569,8,2017-12-19 19:07:36,629.991,dealership,10
569,7,2018-02-26 19:57:49,539.991,dealership,10
570,3,2017-01-31 17:36:52,499.99,dealership,11
571,8,2019-04-26 23:22:53,699.99,internet,
571,7,2019-05-11 02:19:39,599.99,dealership,18
572,7,2018-06-22 11:13:57,599.99,dealership,1
576,3,2014-09-30 09:51:34,449.99100000000004,internet,
576,4,2014-07-02 06:36:08,92000,internet,
577,3,2016-12-10 22:35:42,449.99100000000004,dealership,2
578,3,2018-09-18 14:35:14,499.99,internet,
581,3,2014-06-09 21:39:53,499.99,internet,
582,8,2017-06-21 08:32:36,629.991,internet,
582,7,2016-12-19 22:45:34,599.99,dealership,10
584,7,2017-11-23 20:19:07,599.99,internet,
586,7,2017-06-25 22:53:37,539.991,dealership,18
586,3,2017-08-21 01:52:32,449.99100000000004,internet,
586,7,2017-09-29 07:51:56,599.99,internet,
590,3,2017-11-19 15:55:37,499.99,dealership,2
590,3,2014-03-05 01:03:52,499.99,internet,
591,3,2016-01-06 01:52:36,399.992,internet,
591,6,2015-11-15 13:02:06,52400,dealership,16
592,3,2013-11-19 16:47:45,449.99100000000004,internet,
593,4,2016-02-05 02:37:58,92000,internet,
596,1,2010-10-18 17:13:11,319.992,internet,
596,1,2010-09-24 20:00:16,399.99,internet,
599,3,2017-11-22 02:33:45,449.99100000000004,internet,
600,3,2017-02-15 13:56:17,449.99100000000004,dealership,11
600,7,2017-01-18 08:15:27,599.99,internet,
601,3,2017-10-23 18:25:11,499.99,dealership,1
601,3,2014-05-16 22:52:24,499.99,internet,
601,5,2014-06-27 08:13:38,559.9920000000001,internet,
602,3,2016-03-28 01:20:29,499.99,internet,
602,7,2017-07-04 18:07:29,599.99,internet,
607,3,2018-12-02 21:27:06,499.99,dealership,7
609,7,2018-02-14 22:34:58,599.99,internet,
609,3,2016-06-19 04:06:19,449.99100000000004,dealership,15
610,3,2014-06-13 02:09:14,499.99,internet,
613,7,2018-01-09 21:17:23,599.99,dealership,18
613,7,2017-05-20 16:03:38,599.99,dealership,18
615,8,2019-01-27 10:44:05,629.991,internet,
616,4,2016-01-20 08:19:42,103500,internet,
618,8,2018-06-02 09:50:19,699.99,internet,
619,7,2018-07-11 21:38:56,599.99,dealership,16
621,8,2018-10-06 01:04:57,629.991,dealership,7
621,3,2018-11-01 23:03:28,499.99,internet,
622,3,2017-08-24 12:17:48,499.99,internet,
623,7,2018-08-26 17:43:30,599.99,dealership,7
627,7,2018-08-17 07:54:43,539.991,internet,
628,3,2015-07-31 16:27:21,499.99,internet,
629,3,2018-02-04 12:26:29,499.99,dealership,7
629,8,2019-01-18 23:03:24,699.99,dealership,7
629,3,2015-10-11 22:42:40,499.99,internet,
633,3,2016-06-23 20:36:17,499.99,internet,
634,3,2016-08-15 11:36:38,499.99,dealership,19
636,3,2014-09-23 23:41:11,399.992,internet,
639,8,2018-06-10 09:32:02,699.99,internet,
641,5,2015-01-15 05:18:20,699.99,dealership,13
641,3,2014-12-08 07:30:34,499.99,dealership,13
644,3,2016-03-29 18:26:32,499.99,internet,
644,3,2013-08-29 22:10:04,449.99100000000004,internet,
646,3,2018-03-20 16:41:29,399.992,internet,
648,6,2017-01-02 23:42:03,52400,internet,
651,8,2018-06-06 08:10:31,629.991,internet,
651,8,2018-03-13 21:42:35,699.99,dealership,2
653,8,2017-11-09 01:26:32,699.99,internet,
659,1,2010-09-26 12:12:14,399.99,internet,
660,3,2018-08-31 03:27:00,499.99,internet,
660,3,2017-01-13 03:40:20,499.99,internet,
660,7,2019-01-08 05:10:02,599.99,internet,
663,7,2017-12-14 13:40:40,599.99,dealership,18
665,8,2017-10-28 18:37:46,559.9920000000001,internet,
666,1,2010-10-23 07:15:06,399.99,internet,
668,8,2017-03-21 16:22:28,699.99,internet,
673,8,2017-07-25 23:21:47,699.99,dealership,20
673,1,2010-11-30 11:50:19,399.99,internet,
675,3,2018-12-08 12:13:52,499.99,dealership,11
675,3,2017-06-20 05:24:22,499.99,internet,
678,7,2019-05-18 16:51:03,539.991,dealership,1
679,5,2014-12-27 19:32:49,629.991,internet,
680,3,2016-04-23 08:41:54,499.99,dealership,12
681,7,2019-01-13 08:28:44,599.99,dealership,5
683,3,2015-11-21 06:16:34,449.99100000000004,dealership,10
683,3,2015-05-23 01:58:10,399.992,internet,
684,1,2011-05-01 20:33:18,359.99100000000004,internet,
685,9,2018-04-11 13:31:05,35000,dealership,11
688,3,2015-05-16 14:30:49,499.99,internet,
